past	pres	form	def
كَثَّف	يكَثَّف	2	to compress, concentrate, intensify, thicken
كَحَّل	يكَحَّل	2	to put kohl (eyeliner) or ointment on the eyes
كَدَّس	يكَدَّس	2	to hoard, amass, accumulate
كَذب	يكْذِب		to lie
كَرّ	يكُرّ	1	to unravel (trans and intrans)
كَربَل	يكَربَل		to sieve
كَرَّر	يكَرَّر	2	to repeat, do again, do repeatedly, to purify, refine
كَركَب	يكَركَب	[4]	to make a mess, leave something in a mess
كِرَم	يِكرَم	1	to be treated with respect, be honored
كِرَه	يِكرَه	1	to hate
كَزّ	يكَزّ	1	to grind yo teeth
كَزَب	يِكزَب	1	to lie
كَزَّب	يكَزَّب	2	to refute, disprove, prove someone is lying, deny
كَزكَز	يكَزكَز	[4]	to grind yo teeth
كِسَب	يِكسَب	1	to gain, acquire, win
كَسَح	يِكسَح	1	to tell off, repremand, put someone in their place
كَسَر	يِكسَر	1	to break, to defy, to turn
كَسَّر	يكَسَّر	2	to smash, break into several pieces
كَش	يكَش	1	to shoo, shoo away
كَشَر	يِكشَف	1	to find, discover, reveal, disclose, expose, uncover، +على to examine
كَشَّر	يكَشَّر	2	to frown
كَعوَك	يكَعوَك		to be frizzy
كَفَر	يُكفُر	1	to be an unbeliever, be an infidel
كِفَل	يِكفَل	1	to vouch for, guarantee, to stand bail for
كَفَّن	يكَفَّن	2	to shroud, wrap in a shroud
كَفى	يِكفي	1	to be enough, be sufficient
كَفى	يِكفي	1	to protect, spare, keep from harm
كَفّى	يكَفّي	2	to be enough, be sufficient, suffice
كَلبَش	يكَلبْش		to handcuff
كَلَح	يِكلَح	1	to fade, become colorless
كَلَّس	يكَلّْس	2	to be furred up (covered with a coating of limescale deposited by hard water)
كَلَّف	يكَلّْف	2	to commission, charge, entrust (with an undertaking), to cost
كَلَّل	يكَلّْل	2	to crown, to perform a (christian) marriage ceremony
كَمَش	يِكمْش	1	to grab, seize, snatch a handful
كَمَّل	يكَمّْل	2	to complete, finish, to go on, keep going, continue
كَمّل	يكَمِّل		to complete
كَمَّم	يكَمّْم	2	to muzzle
كَنَّس	يكَنّْس	2	to sweep
كَهرَب	يكَهرَب		to electrify
كوفَل	يكوفَل		to diaper, put a diaper on a baby
كَوَّم	يكَوَّم	2	to pile (up), heap (up)
كَوَّن	يكَوَّن	2	to make, assemble, put together, form, shape, formulate
كَوى	يِكوي	1	to iron, to burn (causing injury), to cauterise
كَيَّف	يكَيَّف	2	to enjoy, have a good time, amuse, give pleasure, adjust, regulate, adapt, air condition
كَيَّل	يكَيَّل	2	to measure out
لاحَظ	يلاحَظ	3	to notice, observe, percieve
لاحَق	يلاحَق	3	to follow, trail, pursue, chase
لاقى	يلاقي	3	to find, encounter, meet, to consider (something to be something)
لاك	يلوك	1	to chew
لام	يلوم	1	to reproach, blame
لان	يلين	1	to become soft/flexible, to relent, soften, become amenable
لاهَت	يلاهَت	3	to be out of breath, to pant
لَبَّس	يلَبَّس	2	to dress (someone else)
لِبِس	يلْبَس		to put on clothes
لَبَّق	يلَبَّق	2	to call by a nickname, to call names
لِبَق	يِلبَق	1	to match, go with, suit, look nice on, look good on
لَبّى	يلَبّي	2	to grant (a request), to accede, comply
لَتَغ	يِلتَغ	1	to mispronounce (refers to ر as غ usually)
لَتَّم	يلَتَّم	2	to veil/cover/mask one's face
لَحّ	يلَحّ	1	to pressure, urge, implore
لَحَس	يِلحَس	1	to lick
لَحَّق	يلَحَّق	2	to manage (to do something), to get around to
لِحَق	يِلحَق	1	to catch, catch up (with), to manage (to do something), to follow, pursue
لَحَّن	يلَحَّن	2	to set to music, to compose
لَخَّص	يلَخَّص	2	to summarise, state briefly, outline
لَدَغ	يلَدَغ	1	to mispronounce (a letter)
لَزّ	يلَزّ	1	to crowd together (trans and intrans)
لَزَّق	يلَزَّق	2	to stick (trans and intrans)
لِزَق	يِلزَق	1	to stick (intrans)
لِزَم	يِلزَم	1	to be necessary
لَسَع	يِلسَع	1	to bite
لَطّ	يلَطّ	1	to slap lightly
لَطَش	يُلطُش	1	to slap
لَطَّش	يلَطَّش	2	to know a smattering (of a language), to speak a language poorly
لَطَف	يُلطُف	1	to show kindness, be nice
لَعَّب	يلَعَّب	2	to organize play/games (to cause to play)
لِعِب	يلْعَب		to play
لَعبَط	يلَعبَط		to squirm, wiggle, flap about
لَعَن	يِلعَن	1	to curse
لَعَن/نَعَل	يلْعَن/ينْعَل		to curse
لَعى	يِلعي	1	to be sick, be nauseated, feel nauseous, to nauseate, make sick
لَغمَز	يلَغمَز		to smear, dirty
لَغمَط	يلَغمَط		to smear, dirty
لَفّ	يلَفّ	1	to wrap (up), to coil, wind, to turn
لَفَت	يِلفَت	1	to turn, direct, attract (attention)
لَفَح	يِلفَح	1	to chill (wind), to burn (sun), to hit lightly
لَفَظ	يُلفُظ	1	to pronounce, utter
لَفَّع	يلَفَّع	2	to diaper, put a diaper on someone
لَفَّق	يلَفَّق	2	to invent, make up, fabricate
لَفلَف	يلَفلَف	[4]	to gloss over, to cover up
لَقّ	يلَقّ	1	to lap, lick up
لَقَط	يلَقَط	1	to catch, pick up, recieve, take in
لَقَّن	يلَقَّن	2	to prompt, make (someone) repeat
لَقى	يلقي	1	to find
لَكَش	يُلكُش	1	to touch, poke, nudge
لَمّ	يلَمّ	1	to collect, gather, tidy up, pick up
لَمَّح	يلَمَّح	2	to hint
لَمَع	يِلمَع	1	to shine, sparkle, gleam, glitter, to be in spasm, to go out, get ricked, get cricked, start to hurt
لَملَم	يلَملَم	[4]	to gather together, to pick up, to pack
لَمْلَم	يلَمْلِم		to gather together (scattered objects)
لَهَت	يِلهَت	1	to pant, be out of breath
لَوَّث	يلَوَّث	2	to pollute
لَوَّح	يلَوَّح	2	to wave
لولَح	يلولَح		to sway, swing back and forth
لَوَّن	يلَوَّن	2	to color, color in
لَوى	يِلوي	1	to bend, to twist
لَيَّن	يلَيَّن	2	to make soft, make supple, to moderate
مارَس	يمارَس	3	to practise (a profession), to apply, exert, use
ماطَل	يماطَل	3	to put off, temporize, give someone the runaround
ماع	يميع	1	to melt, liquify, to become flabby, to behave flirtatiously
مال	يميل	1	to bend, slope, incline, lean, to be inclined to, in favor of
مَثَّل	يمَثَّل	2	to represent, to act
مَحى	يِمحي	1	to erase, rub out, obliterate, wipe out, wipe away
مَخَّخ	يمَخَّخ	2	to brainwash
مَخَّط	يمَخَّط	2	to wipe a nose
مَدّ	يمَدّ	1	to extend, stretch, reach out, to lay (cables, pipes, etc)
مَدَح	يِمدَح	1	to praise, speak highly of
مَدَّد	يمَدَّد	2	to extend, prolong, to renew
مَدَّر	يمَدَّر	2	to be bad (of an egg)
مَرَّج	يمَرَّج	2	to massage
مَرجَح	يمَرجَح		to swing (trans), push (someone on a swing)
مِرَض	يِمرَض	1	to fall sick, be ill
مَرَق	يمْرُق		to pass by
مَرَّق	يمَرَّق	2	to pass (trans), to let in, let through, let past
مَرَّن	يمَرَّن	2	to train, exercise, drill (trans)
مَزّ	يمَزّ	1	to nibble, have a snack
مَزَع	يِمزَع	1	to tear, tear up, tear out
مَزَّع	يمَزَّع	2	to tear up, tear apart, tear to pieces
مَسّ	يمَسّ	1	to hurt, offend
مَسَح	يِمسَح	1	to wipe (off/away), to polish, to plane (wood), to survey (to measure land)
مَسَّك	يمَسَّك	2	to let (someone) hold, to give (someone something) to hold, to lend, place at someone's disposal
مِسِك	يمْسِك		to hold
مَسّى	يمَسّي	2	to give an evening (of god), to wish someone a good evening
مَشَّط	يمَشَّط	2	to comb
مَشّى	يمَشّي	2	to lead, make go, to help walk, to let go/walk, to set in motion, carry out
مِشي	يمْشي		to walk
مَصّ	يمَصّ	1	to suck
مَضَغ	يِمضَغ	1	to chew
مَضى	يِمضي	1	to pass, go by, to sign
مَضَى	يمْضي		to sign
مَضّى	يمَضّي	2	to pass (the time), to spend (time)
مَطّ	يمُطّ	1	to draw tight, stretch (trans), to be drawn tight, stretch (intrans), to drawl
مَعجَن	يمَعجَن		to stick with putty, to fill holes with filler
مَعَّص	يمَعَّص	2	to mash, crush
مَعَط	يِمعَط	1	to pluck out, pull out (hair)
مَعَّط	يمَعَّط	2	to tear, tear out, pull out (hair)
مَغَط	يِمغَط	1	to stretch (trans/intrans), to be stretchy, be elastic
مَغيَب	يمَغيَب		to ignore, close one's eyes to, avoid, stay away from, keep clear of
مَقلَت	يمَقلَت		to gossip
مَكَّن	يمَكَّن	2	to make possible
مَلّ	يمَلّ	1	to get bored, to get tired of
مَلَّح	يمَلَّح	2	to salt, to season
مَلَّس	يمَلَّس	2	to smoothe, level, straighten, to stroke, caress
مَلَص	يُملُص	1	to slip (out)
مَلّى	يمَلّي	2	to fill
مَنَح	يِمنَح	1	to grant, give, award
مَنَع	يمْنَع		to prevent
مَنَّن	يمَنَّن	2	to keep going on about something good (that you did)
مَوَّت	يمَوَّت	2	to kill, bring about a death
مَوَّل	يمَوَّل	2	to fund
مَوَّن	يمَوَّن	2	to fund, supply
مَيَّز	يمَيَّز	2	to distinguish, differentiate, tell the difference, discriminate, to discriminate against, to give preferential treatment to
مَيَّل	يمَيَّل	2	to tilt, tip, incline, to deviate, turn aside, come in, drop by
ناح	ينوح	1	to wail, whine
نادى	ينادي	3	to call out, announce, call, send for
نادَى	ينادي		to call out, to announce
نازَع	ينازَع	3	to be dying, be in the throes of death, to struggle
ناسَب	يناسَب	3	to suit, be suitable, to be related by marriage
نافَس	ينافَس	3	to compete with
ناقَش	يناقَش	3	to discuss, exchange ideas
ناقَض	يناقَض	3	to contradict
ناك	ينيك	1	to fuck
نام	ينام	1	to lie down, rest, to sleep
ناوَل	يناوَل	3	to give, hand (over), pass, deliver
نَبَت	يُنبُت	1	to grow, sprout (intrans)
نَبَح	يِنبَح	1	to bark
نَبَّش	ينَبَّش	2	to search, rummage, dig
نَبَع	يِنبَع	1	to gush out, well up, result from, stem from
نَبَّه	ينَبَّه	2	to wake (trans), to warn
نَتَج	يِنتَج	1	to result, ensue, arise, stem from
نَتَش	يِنتَش	1	to snatch
نَتَع	يِنتَع	1	to cough, splutter (engine)
نَتَّع	ينَتَّع	2	to cough/sputter repeatedly (of engine)
نَتَف	يِنتَف	1	to pluck, pluck out
نَتَّف	ينَتَّف	2	to pluck, pluck out, pull out
نَتَق	يُنتُق	1	to vomit, be sick, throw up
نَجَح	يِنجَح	1	to succeed
نِجَح	يِنجَح	1	to succeed
نِجِح	يِنْجَح		to succeed
نَجَد	يِنجَد	1	to rescue, come to the aid of
نَجَّس	ينَجَّس	2	to pollute, contaminate, defile
نَجّى	ينَجّي	2	to save, rescue, to preserve
نِحِف	يِنْحَف	1	to lower, drop, relax, loosen, let down, let go
نَخّ	ينَخّ	1	to kneel down, to give in, capitulate, knuckle under
نَخَب	يِنخَب	1	to choose
نَخَّخ	ينَخَّخ	2	to cause to kneel down (camel)
نَخَّل	ينَخَّل	2	to sift, sieve
نَدَب	يِندَب	1	to mourn, lament
نَدَر	يِندَر	1	to vow, make a vow
نِدَم	يِندَم	1	to regret, be remorseful, feel remorse
نَرفَز	ينَرفَز		to be annoyed, be irritated
نَزّ	ينَزّ	1	to drip, leak
نَزَّل	ينَزَّل	2	to bring down, let down, drop off, lower, reduce
نَزّل	ينَزِّل		to bring down
نِزِل	ينْزَل		to descend
نِسَح	يِنسَح	1	to put on weight, get fat
نَسَف	يِنسَف	1	to blow up
نَسَّق	ينَسَّق	2	to arrange, put in order, coordinate
نَسّى	ينَسّي	2	to cause to forget
نِسى	ينْسَى		to forget
نِسي	يِنسى	1	to forget
نَشّ	ينَشّ	1	to fan
نَشَر	يُنشُر	1	to hang out (washing), to publish, publicize, announce, to saw
نَشَّف	ينَشَّف	2	to dry (trans)
نِشَف	يِنشَف	1	to dry, dry up, dry out
نِشِف	ينْشِف		to dry up
نَشَق	يُنشُق	1	to sniff, snuffle
نَشَل	يِنشَل	1	to bring up and out to draw (water), to extricate, to steal
نَشّى	ينَشّي	2	to starch (of washing?)
نَصَب	يُنصُب	1	to set up, erect, to pitch (a tent), to set (a trap, ambush) to con, to forget to pay
نَصَح	يِنصَح	1	to advise
نَصَّح	ينَصَّح	2	to fatten, make fatter
نِضَج	يِنضَج	1	to ripen, mature
نَضَّف	ينَضَّف	2	to clean
نَضّف	ينَضِّف		to clean
نَط	ينُط	1	to jump, to leap
نَطّ	ينُطّ		to jump, to leap
نَطَح	يِنطَح	1	to butt (something a cow does?)
نَطَق	يُنطُق	1	to utter, speak, pronounce
نَطنَط	ينَطنَط		to bounce (trans), to jump up and down, jump about, skip about
نَطْنَط	ينَطْنِط		to bounce, to jump up and down
نَظَر	يُنظَر	1	to look, take a look at, examine
نَظَّم	ينَظَّم	2	to organize, arrange, put in order
نَعَّس	ينَعَّس	2	to send to sleep, make tired
نِعَس	يِنعَس	1	to feel drowsy, feel sleepy, to doze, nod off
نَعَق	يِنعَق	1	to croak
نَعَل	ينعَل	1	to curse
نَعى	يِنعي	1	to announce a death
نَغَل	يُنغُل	1	to swarm, swarm with
نَفَخ	يُنفُخ	1	to breathe out, blow (on), blow up, inflate
نَفَّز	ينَفَّز	2	to implement, carry out
نَفَّس	ينَفَّس	2	to breathe out, exhale, to deflate
نَفَش	يِنفَش	1	to swell (in water, damp weather)
نَفَع	يِنفَع	1	to benefit, help, be of use, do (someone) good, to suit, be suitable, to be valid
نَفَل	يِنفَل	1	to rummage, to scatter
نَفَّل	ينَفَّل	2	to scatter about, leave in a mess, leave lying around, to rummage through
نَفى	يِنفي	1	to exile, banish, deport, to deny, to negate
نَقّ	ينُقّ	1	to complain, grumble, make a fuss
نَقَّب	ينَقَّب	2	to pluck, pluck out, pull out
نَقَر	يُنقُر	1	to hollow out, to core
نَقَز	يُنقُز	1	to get a fright, be frightened, be startled, to jump (in fright)
نَقَّز	ينَقَّز	2	to frighten, startle, give (someone) a fright
نَقَش	يُنقُش	1	to engrave
نَقَّص	ينَقَّص	2	to reduce, lessen, to miss
نِقَص	يِنقَص	1	to be lacking, be missing
نِقِض	ينْقَص		to be lacking, to have missing something
نَقَّط	ينَقَّط	2	to drip, to cause to drip, to drop (trans, of liquid), to give a present
نَقَع	يِنقَع	1	to soak (trans) in water, leave to soak, to stand up (trans), to leave hanging
نَقَل	يِنقُل	1	to move (trans), transfer, convey, carry, to copy, to move (house)
نَقَّل	ينَقَّل	2	to move (trans), to dictate (make copy)
نَقنَق	ينَقنَق	1	to stammer, stutter
نَقى	ينَقي	1	to choose, select, sift, pick over (rice lentils etc)
نَقّى	ينَقّي		to choose, to select, to pick
نَكَّت	ينَكِّت		to tell jokes
نَكَر	يِنكَر	1	to deny
نَكَش	يُنكُش	1	to hoe, to poke teasingly
نَمّ	ينَمّ	1	to slander, gossip maliciously
نَمَّر	ينَمَّر	2	to number
نَمى	يَنمو/يِمني	1	to grow, develop, grow up
نَمّى	ينَمّي	2	to develop/promote something
نَهَب	يِنهَب	1	to loot
نَهَر	يِنهَر	1	to scold, tell off
نَهَق	يِنهَق	1	to bray (of donkey etc)
نهَنّى	يِتهَنّى		to enjoy
نَوَّر	ينَوَّر	2	to flower, bloom, blossom, to light, illuminate
نَوَّع	ينَوَّع	2	to vary (trans), diversify
نَوَّم	ينَوَّم	2	to send to sleep, to hypnotise
نَوى	يِنوي	1	to mean, intend
نَيَّم	ينَيَّم	2	to send to sleep, put to bed, put someone up for the night, find a bed for
هاجَر	يهاجَر	3	to emigrate
هاجَم	يهاجَم	3	to attack
هاش	يهوش	1	to attack, display hostility
هال	يهيل	1	to collapse
هَبّ	يهَبّ	1	to blow, gust, blow in gusts, to flicker, to catch fire, to be flammable (the common element here is suddenness)
هَبَط	يُهبُط	1	to fall, collapse, drop (prices), to come/go down, to land
هَبَّط	يهَبَّط	2	to lower, reduce, to cause to collapse, to cause to subside
هَتَف	يِهتف	1	to cheer, applaud
هَجَّر	يهَجَّر	2	to make someone emigrate, to force someone out of their country
هَجَم	يِهجَم	1	to attack, pounce
هَجّى	يهَجّي	2	to spell
هَدّ	يهَدّ	1	to break down, demolish, to cover, mate with
هَدَّد	يهَدَّد	2	to threaten
هَدَف	يِهدَف	1	to aim, have a goal
هَدَم	يِهدَم	1	to demolish, completely destroy
هَدى	يِهدي	1	to give (as a present)
هَدّى	يهَدّي	2	to calm, soothe, to alight, land
هِدي	يِهدى	1	to calm down, become calm
هَرّ	يهُرّ	1	to flow out, leak out, escape, be emitted, be discharged, (in some areas) to have diarreah
هَرَب	يُهرُب	1	to run away, escape
هَرَّب	يهَرّب	2	to force to flee, put to flight, to smuggle
هَرى	يِهري	1	to wear out
هَزّ	يهَزّ	1	to shake, jolt, rock, to shrug
هَزَق	يهزَق		to drill
هَستَر	يهَستَر		to be(come) hysterical
هَشَت	يِهشَت	1	to boast, brag, talk big, to tell tall stories
هَضَم	يُهضُم	1	to digest
هَضَّم	يهَضَّم	2	to digest (when talking of human beings)
هِلَك	يِهلَك	1	to be worn out, be exhausted
هَمّ	يهَمّ	1	to concern, worry, to preoccupy, to interest, matter, be important
هَمَّر	يهَمَّر	2	to growl
هَندَم	يهَندَم		to spruce up, dress up smartly (trans)
هَنّى	يهَنّي	2	to congratulate, to cause enjoyment, to make happy
هَوَّد	يهَوَّد	2	to judaise, make Jewish
هَوَّش	يهَوَّش	2	to egg on, stir up, to sick (a dog)
هَوّى	يهَوّي	2	to air out, ventilate, (in some areas) to fart
هَيَّئ	يهَيَّئ	2	to prepare
هَيَّج	يهَيَّج	2	to incite, stir up
واجَه	يواجَه	3	to come face to face with, confront, face up to, to encounter, come across, run into
وازَن	يوازَن	3	to equal in weight, be balanced, to strike a balance, equalize
واظَب	يزاظَب	3	to persevere, keep up, persist
وافَق	يوافَق	3	to agree with
وَبَّخ	يوَبَّخ	2	to reprimand, scold, tell off
وَثَق	يَثَق	1	to trust, rely on
وَجَد	يَجَد	1	to find
وَجَّع	يوَجَّع	2	to hurt, cause pain
وِجَع	يوجَع	1	to hurt
وَجَّه	يوَجَّه	2	to direct, to aim
وَحَّد	يوَحَّد	2	to unite
وَدَّع	يوَدَّع	2	to take one's leave, say goodbye
وَدّى	يوَدّي	2	to bring, take
وَرَّث	يوَرَّث	2	to leave a legacy, bequeath
وِرَث	يَورَث/يِرَث	1	to inherit
وَرجى	يوَرجي		to show (rural speech)
وَرَّط	يوَرَّط	2	to get someone in trouble, to embroil, involve
وَرَّم	يوَرَّم	2	to cause to swell
وِرَم	يورَم	1	to swell up
وَرّى	يوَرّي	2	to show
وَزّ	يوَزّ	1	to buzz, to incite, set against
وَزَّع	يوَزَّع	2	to divide up, distribute, share out
وَزَّن	يوَزَّن	2	to weigh (rural speech?)
وَزوَز	يوَزوَز	[4]	to buzz, hum
وَسَّخ	يوَسَّخ	2	to soil, dirty
وَسَّع	يوَسَّع	2	to extend, expand, enlarge, to let out (clothes)
وَشَّم	يوَشَّم	2	to tattoo
وَشوَش	يوَشوَش	[4]	to whisper
وَصَف	يَوصَف	1	to describe, to prescribe
وَصَل	يوصَل	1	to join, connect (trans)
وَصَّل	يوَصَّل	2	to take, bring, convey, give a lift
وَصّل	يوَصِّل		to take (somewhere)
وِصِل	يوصَل		to arrive
وَصّى	يوَصّي	2	to recomment, prescribe, to command, ask/tell (to do sth), to order (restaurant etc)
وَضَّح	يوَضَّح	2	to explain, clarify, clear up
وَضَع	يَضَع	1	to put, place, lay
وَطَّن	يوَطَّن	2	to settle (trans), cause (someone) to become sedentary
وَطَّى	يوَطِّي		to lower
وَطّى	يوَطّي	2	to lower, bow (trans), bend down (intrans)
وَظَّف	يوَظَّف	2	to employ, to invest
وَعَد	يَوعَد	1	to promise
وَعَظ	يِوَظ/يوعَظ	1	to preach
وَعّى	يوَعّي	2	to wake someone up, to warn
وِعي	يَوعى	1	to wake up (intrans), to be careful
وَفَّر	يوَفَّر	2	to save up, economize
وَفَّق	يوَفَّق	2	to reconcile, accommodate, cause (someone) to succeed (of God)
وَفى	يَوفي/يفي	1	to keep (a promise), pay (a debt)
وَقَّع	يوَقَّع	2	to knock down, knock over, drop
وِقَع	يَوقَع	1	to fall, fall over, fall down, drop (intrans)
وِقِع	يِوقَع		to drop
وَقَّف	يوَقَّف	2	to stop (trans), end (trans), to turn off, to pull up, stop (intrans), to stand (trans and intrans), to stand still, to park (trans and intrans), to arrest, detain, hold
وَقّف	يوَقِّف		to pull up
وَلَد	يَولَد	1	to give birth
وَلَّد	يوَلَّد	2	to generate, produce, to deliver a baby, assist in childbirth
وِلَد	يولَد	1	to be born, or give birth
وَلَّع	يوَلَّع	2	to light, kindle, set fire to, to catch fire
وَلوَل	يوَلوَل	[4]	to wail, howl, to lament
وَنّ	يوَنّ	1	to whine, snivel
وَنوَن	يوَنوَن	[4]	to whine, snivel
يِئَس	يِئَس	1	to despair
يِبَس	ييبَس	1	to dry out, to dry up
